Fullname,First Name,Last Name,Temporary ID,Original Created Date,Address,Country,City,Country City Detection,Country Detection,Email,Phone,Original Industry
Domenic Kennedy,Domenic,Kennedy,447122,2021-03-15,"Vintners  Lane, 8498",England,Milton Keynes,City,"('England', 'Milton Keynes')",domenic_kennedy1024646269@dionrab.com,(+44) 4066041843,;Dairy products
Domenic Knight,Domenic,Knight,446175,2021-08-29,"College  Street, 64",England,Winchester,City,"('England', 'Winchester')",domenic_knight828676133@iatim.tech,(+44) 5663547844,;Bakery products;Poultry and fish
Domenic Lindsay,Domenic,Lindsay,449675,2021-09-22,"Blackheath   Way, 7174",Ireland,Limerick,City,"('Ireland', 'Limerick')",domenic_lindsay1075008387@sheye.org,(+353) 2820224180,;Meat;Dairy products
Domenic Mcgee,Domenic,Mcgee,445934,2021-11-19,"Bigland  Walk, 837",Ireland,Dublin,City,"('Ireland', 'Dublin')",domenic_mcgee533908172@joiniaa.com,(+353) 4200533006,;Dairy products;Milling
Domenic Morrison,Domenic,Morrison,445945,2021-08-16,"Angela   Drive, 4575",Ireland,Limerick,City,"('Ireland', 'Limerick')",domenic_morrison1781723133@fuliss.net,(+353) 6202447824,;Bakery products;Dairy products
Domenic Oakley,Domenic,Oakley,454151,2021-05-25,"Carol   Alley, 8797",Ireland,-,Country,"('Ireland', '-')",domenic_oakley2014811299@bulaffy.com,(+353) 1856203664,;Bakery products
Domenic Potter,Domenic,Potter,447113,2021-05-03,"Duthie   Rue, 9722",Ireland,Cork,City,"('Ireland', 'Cork')",domenic_potter1569354096@cispeto.com,(+353) 672724626,;Fruit and vegetables
Domenic Ramsey,Domenic,Ramsey,446484,2021-12-02,"Zealand Way, 4613",England,Winchester,City,"('England', 'Winchester')",domenic_ramsey2029242229@kideod.biz,(+44) 4545403263,;Animal feeds;Milling
Domenic Randall,Domenic,Randall,448181,2021-07-14,"Calverley  Alley, 7117",Ireland,-,Country,"('Ireland', '-')",domenic_randall1634818674@joiniaa.com,(+353) 8785487031,;Animal feeds;Milling
Domenic Redfern,Domenic,Redfern,448572,2021-02-23,"Heritage Walk, 1353",Ireland,Dublin,City,"('Ireland', 'Dublin')",domenic_redfern2005367785@supunk.biz,(+353) 5350002361,;Poultry and fish;Animal feeds
Domenic Rothwell,Domenic,Rothwell,448214,2021-07-23,"Apollo  Lane, 6432",England,Plymouth,City,"('England', 'Plymouth')",domenic_rothwell45043532@kideod.biz,(+44) 1663121147,;Dairy products;Animal feeds
Domenic Speed,Domenic,Speed,451601,2021-09-27,"Blomfield  Rue, 9502",England,London,City,"('England', 'London')",domenic_speed1092494373@nickia.com,(+44) 5835363443,;Meat;Dairy products;Fruit and vegetables
Domenic Stewart,Domenic,Stewart,448171,2021-12-24,"North Walk, 433",Ireland,Dublin,City,"('Ireland', 'Dublin')",domenic_stewart9020590@bungar.biz,(+353) 7554433007,;Dairy products;Milling
Domenic Stone,Domenic,Stone,445730,2021-05-10,"Fieldstone Boulevard, 9731",England,Oxford,City,"('England', 'Oxford')",domenic_stone691341871@fuliss.net,(+44) 4483133536,;Bakery products;Meat
Domenic Thorpe,Domenic,Thorpe,443996,2021-11-22,"Coborn  Route, 8102",England,London,City,"('England', 'London')",domenic_thorpe1799190512@ovock.tech,(+44) 3104462126,;Dairy products;Milling
Domenic Walter,Domenic,Walter,448555,2021-09-19,"Howard Alley, 5780",England,-,Country,"('England', '-')",domenic_walter267908971@corti.com,(+44) 1420653271,;Bakery products;Milling
Domenic Wren,Domenic,Wren,449652,2021-05-29,"Chatsworth  Vale, 5319",Ireland,Dublin,City,"('Ireland', 'Dublin')",domenic_wren595911150@iatim.tech,(+353) 8868713382,;Poultry and fish;Fruit and vegetables
Domenic Yard,Domenic,Yard,460478,2021-03-26,"Arbutus   Hill, 4457",Ireland,Dublin,City,"('Ireland', 'Dublin')",domenic_yard1816319925@tonsy.org,(+353) 1718048155,;Meat
Doris Edley,Doris,Edley,460387,2021-08-12,"Rosewood Way, 3289",England,Milton Keynes,City,"('England', 'Milton Keynes')",doris_edley894586924@gompie.com,(+44) 812520753,;Fruit and vegetables
Doris Pratt,Doris,Pratt,463602,2021-03-31,"Balfe   Way, 1886",England,Oxford,City,"('England', 'Oxford')",doris_pratt1567808777@vetan.org,(+44) 4627334280,;Fruit and vegetables
Doris Price,Doris,Price,448856,2021-07-22,"Bloomsbury  Drive, 8372",England,-,Country,"('England', '-')",doris_price979234624@bulaffy.com,(+44) 6560378857,;Dairy products;Poultry and fish
Doris Wilde,Doris,Wilde,449503,2021-09-05,"Rail Lane, 7615",England,Winchester,City,"('England', 'Winchester')",doris_wilde1384366854@zorer.org,(+44) 8251654404,;Dairy products;Animal feeds
Dorothy Archer,Dorothy,Archer,446172,2021-08-30,"Aspen Drive, 4604",England,-,Country,"('England', '-')",dorothy_archer952964136@elnee.tech,(+44) 7740010717,;Fruit and vegetables;Milling
Dorothy Bradshaw,Dorothy,Bradshaw,446949,2021-04-14,"Vintners  Grove, 5920",England,Oxford,City,"('England', 'Oxford')",dorothy_bradshaw1520878403@joiniaa.com,(+44) 4783822867,;Bakery products;Fruit and vegetables
Dorothy Edley,Dorothy,Edley,461518,2021-10-15,"Bayberry Walk, 9870",England,Milton Keynes,City,"('England', 'Milton Keynes')",dorothy_edley1908050387@eirey.tech,(+44) 2011222425,;Fruit and vegetables
Dorothy Gardner,Dorothy,Gardner,445800,2021-11-02,"Lake Pass, 2206",Ireland,Limerick,City,"('Ireland', 'Limerick')",dorothy_gardner1171690301@sveldo.biz,(+353) 7203543835,;Animal feeds;Fruit and vegetables
Dorothy Tutton,Dorothy,Tutton,447126,2021-07-31,"Waldram Park  Crossroad, 9450",England,Plymouth,City,"('England', 'Plymouth')",dorothy_tutton1293518532@kideod.biz,(+44) 4486602270,;Poultry and fish;Fruit and vegetables
Doug Adams,Doug,Adams,446971,2021-06-08,"Blore  Tunnel, 6264",Ireland,Limerick,City,"('Ireland', 'Limerick')",doug_adams76021207@sheye.org,(+353) 830348544,;Meat;Poultry and fish
Doug Attwood,Doug,Attwood,447305,2021-09-08,"Bayberry Alley, 3274",Ireland,Dublin,City,"('Ireland', 'Dublin')",doug_attwood1718292337@sveldo.biz,(+353) 5762408815,;Dairy products;Milling
Doug Bishop,Doug,Bishop,448151,2021-10-15,"Cloth  Tunnel, 7293",Ireland,-,Country,"('Ireland', '-')",doug_bishop1503974069@qater.org,(+353) 2422646276,;Fruit and vegetables;Milling
Doug Brennan,Doug,Brennan,451902,2021-11-15,"Cecilia  Pass, 5706",England,London,City,"('England', 'London')",doug_brennan883119200@bauros.biz,(+44) 5788028455,;Bakery products;Dairy products
Doug Clifton,Doug,Clifton,460603,2021-02-17,"Central  Lane, 9587",Ireland,Waterford,City,"('Ireland', 'Waterford')",doug_clifton2135212894@brety.org,(+353) 8574734065,;Fruit and vegetables
Doug Douglas,Doug,Douglas,445837,2021-11-09,"Clarges   Grove, 947",England,Plymouth,City,"('England', 'Plymouth')",doug_douglas370569610@acrit.org,(+44) 127546625,;Poultry and fish;Milling
Doug Eyres,Doug,Eyres,448353,2021-07-06,"Durnford  Route, 2802",England,-,Country,"('England', '-')",doug_eyres912252376@famism.biz,(+44) 263275502,;Meat;Dairy products
Doug Flynn,Doug,Flynn,448571,2021-05-12,"Clere  Lane, 3519",England,London,City,"('England', 'London')",doug_flynn33606149@vetan.org,(+44) 2614328005,;Dairy products;Animal feeds
Doug Forth,Doug,Forth,448564,2021-07-20,"Arthur  Grove, 4547",Ireland,Waterford,City,"('Ireland', 'Waterford')",doug_forth1888982291@iatim.tech,(+353) 5248537175,;Bakery products;Milling
Doug Graham,Doug,Graham,447202,2021-10-27,"Caldwell   Tunnel, 7989",England,Oxford,City,"('England', 'Oxford')",doug_graham1402812626@tonsy.org,(+44) 7244217537,;Bakery products;Animal feeds
Doug Kirby,Doug,Kirby,445284,2021-10-20,"Geary   Rue, 8297",Ireland,Waterford,City,"('Ireland', 'Waterford')",doug_kirby1758260017@famism.biz,(+353) 4337750324,;Milling
Doug Knight,Doug,Knight,447601,2021-08-13,"Arctic   Avenue, 5667",England,Oxford,City,"('England', 'Oxford')",doug_knight330589714@nickia.com,(+44) 342820411,;Dairy products;Animal feeds
Doug Miller,Doug,Miller,445549,2021-12-06,"Edwin   Avenue, 5916",Ireland,Waterford,City,"('Ireland', 'Waterford')",doug_miller1585305470@ovock.tech,(+353) 4577244018,;Animal feeds;Milling
Doug Moore,Doug,Moore,445986,2021-05-09,"Elia   Lane, 3623",England,Plymouth,City,"('England', 'Plymouth')",doug_moore1466729641@supunk.biz,(+44) 556817783,;Meat;Animal feeds
Doug Newton,Doug,Newton,446176,2021-10-21,"Carltoun   Way, 8228",England,Plymouth,City,"('England', 'Plymouth')",doug_newton210995697@extex.org,(+44) 5088648577,;Poultry and fish;Fruit and vegetables
Doug Rosenbloom,Doug,Rosenbloom,451501,2021-10-24,"Eaglet  Road, 8813",England,Milton Keynes,City,"('England', 'Milton Keynes')",doug_rosenbloom616304684@grannar.com,(+44) 4464223281,;Dairy products;Fruit and vegetables
Doug Stewart,Doug,Stewart,444246,2021-06-19,"Coalecroft  Walk, 4272",England,Plymouth,City,"('England', 'Plymouth')",doug_stewart1906381340@tonsy.org,(+44) 5737213048,;Meat;Animal feeds
Doug Taylor,Doug,Taylor,446000,2021-03-21,"Wadham  Way, 1425",Ireland,-,Country,"('Ireland', '-')",doug_taylor1826835197@ubusive.com,(+353) 808664166,;Fruit and vegetables
Doug Tyrrell,Doug,Tyrrell,447302,2021-02-04,"Argyle  Grove, 7366",Ireland,Waterford,City,"('Ireland', 'Waterford')",doug_tyrrell787509396@tonsy.org,(+353) 338471885,;Poultry and fish;Milling
Doug Watson,Doug,Watson,444487,2021-06-24,"Camdenhurst   Crossroad, 2260",England,Plymouth,City,"('England', 'Plymouth')",doug_watson1416524762@tonsy.org,(+44) 8223728541,;Dairy products;Poultry and fish
Doug Webster,Doug,Webster,460236,2021-08-25,"South Drive, 2061",Ireland,Cork,City,"('Ireland', 'Cork')",doug_webster1382823351@iatim.tech,(+353) 1336686635,;Fruit and vegetables
Doug Woodcock,Doug,Woodcock,446788,2021-12-31,"Caslon   Boulevard, 4611",Ireland,Waterford,City,"('Ireland', 'Waterford')",doug_woodcock1888998049@cispeto.com,(+353) 1645242302,;Animal feeds
Drew Andrews,Drew,Andrews,446792,2021-10-28,"Berriman  Street, 4411",England,Winchester,City,"('England', 'Winchester')",drew_andrews589878729@nanoff.biz,(+44) 8444402671,;Bakery products;Animal feeds
Eden Hope,Eden,Hope,445285,2021-06-22,"Parkfield  Alley, 8260",England,Plymouth,City,"('England', 'Plymouth')",eden_hope1176244957@twipet.com,(+44) 2823043463,;Dairy products;Poultry and fish
Eduardo Alexander,Eduardo,Alexander,445829,2021-11-16,"Armory  Road, 2581",Ireland,Limerick,City,"('Ireland', 'Limerick')",eduardo_alexander1034355255@bretoux.com,(+353) 6177012661,;Bakery products;Meat;Milling
Eduardo Armstrong,Eduardo,Armstrong,446935,2021-11-26,"Garfield Tunnel, 2277",England,-,Country,"('England', '-')",eduardo_armstrong953688609@supunk.biz,(+44) 4101727387,;Bakery products;Meat
Eduardo Atkinson,Eduardo,Atkinson,462763,2021-08-30,"Abbotswell  Lane, 8036",England,Milton Keynes,City,"('England', 'Milton Keynes')",eduardo_atkinson1933802226@vetan.org,(+44) 8768124834,;Bakery products
Eduardo Bailey,Eduardo,Bailey,445735,2021-08-14,"Thorndike   Route, 3376",England,Oxford,City,"('England', 'Oxford')",eduardo_bailey1769091509@naiker.biz,(+44) 4273288324,;Dairy products;Animal feeds
Eduardo Butler,Eduardo,Butler,448159,2021-10-05,"Magnolia Route, 2979",England,Oxford,City,"('England', 'Oxford')",eduardo_butler326724589@gompie.com,(+44) 1633142241,;Dairy products;Poultry and fish
Eduardo Chester,Eduardo,Chester,457522,2021-03-25,"Sheffield Alley, 3264",Ireland,Dublin,City,"('Ireland', 'Dublin')",eduardo_chester1665877651@extex.org,(+353) 5025821135,;Dairy products
Eduardo Dale,Eduardo,Dale,448585,2021-12-05,"Caroline  Lane, 1540",England,London,City,"('England', 'London')",eduardo_dale1689460418@gompie.com,(+44) 5727055830,;Bakery products;Poultry and fish;Fruit and vegetables
Eduardo Durrant,Eduardo,Durrant,449851,2021-12-03,"Buttonwood Rue, 5148",Ireland,Limerick,City,"('Ireland', 'Limerick')",eduardo_durrant383343888@irrepsy.com,(+353) 5581327866,;Poultry and fish;Fruit and vegetables
Eduardo Duvall,Eduardo,Duvall,448866,2021-10-10,"East Crossroad, 241",England,-,Country,"('England', '-')",eduardo_duvall2131118598@typill.biz,(+44) 1265138462,;Bakery products
Eduardo Eastwood,Eduardo,Eastwood,441297,2021-09-11,"Carol   Avenue, 7952",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_eastwood1887926341@yahoo.com,(+353) 2476865637,;Bakery products;Dairy products
Eduardo Forester,Eduardo,Forester,448402,2021-10-28,"Hamilton  Tunnel, 6157",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_forester1578729404@deavo.com,(+353) 5374302824,;Bakery products;Poultry and fish
Eduardo Glynn,Eduardo,Glynn,461754,2021-12-02,"Ensign   Boulevard, 4554",England,Oxford,City,"('England', 'Oxford')",No email found,(+44) 3045348838,;Bakery products;Dairy products;Fruit and vegetables
Eduardo Harrington,Eduardo,Harrington,449901,2021-05-20,"Vintners  Lane, 5384",England,Milton Keynes,City,"('England', 'Milton Keynes')",eduardo_harrington1368545012@joiniaa.com,(+44) 6788414436,;Meat;Fruit and vegetables
Eduardo Harrison,Eduardo,Harrison,448452,2021-08-14,"Canon Route, 7620",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_harrison834475496@naiker.biz,(+353) 1176218235,;Dairy products;Fruit and vegetables
Eduardo Harvey,Eduardo,Harvey,447101,2021-10-26,"Beaumont  Tunnel, 9153",England,London,City,"('England', 'London')",eduardo_harvey937702816@bulaffy.com,(+44) 4508476663,;Dairy products;Fruit and vegetables
Eduardo Hewitt,Eduardo,Hewitt,453552,2021-11-24,"Boadicea   Grove, 6165",Ireland,Limerick,City,"('Ireland', 'Limerick')",eduardo_hewitt549463362@nimogy.biz,(+353) 7761411867,;Bakery products;Dairy products
Eduardo Lane,Eduardo,Lane,445950,2021-12-03,"Chart   Crossroad, 8383",Ireland,-,Country,"('Ireland', '-')",eduardo_lane1893748962@deavo.com,(+353) 4225466220,;Meat;Poultry and fish
Eduardo Long,Eduardo,Long,460393,2021-08-21,"Emily  Avenue, 5622",Ireland,-,Country,"('Ireland', '-')",No email found,(+353) 5850843832,;Poultry and fish;Meat;Animal feeds;Fruit and vegetables
Eduardo Newton,Eduardo,Newton,445792,2021-08-03,"Bacon  Lane, 7028",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_newton1743537731@gembat.biz,(+353) 5325325342,;Animal feeds;Fruit and vegetables
Eduardo Palmer,Eduardo,Palmer,446964,2021-11-20,"Baynes  Way, 8792",England,London,City,"('England', 'London')",eduardo_palmer464372168@gompie.com,(+44) 8424082450,;Dairy products;Fruit and vegetables
Eduardo Parker,Eduardo,Parker,448202,2021-07-15,"Endsleigh  Street, 7091",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_parker432612573@extex.org,(+353) 5534861026,;Fruit and vegetables;Milling
Eduardo Paterson,Eduardo,Paterson,449702,2021-08-08,"Parkfields Road, 2800",England,Milton Keynes,City,"('England', 'Milton Keynes')",eduardo_paterson930636415@dionrab.com,(+44) 7115704842,;Bakery products;Fruit and vegetables
Eduardo Pickard,Eduardo,Pickard,459771,2021-10-18,"Rivervalley Street, 2401",England,Oxford,City,"('England', 'Oxford')",eduardo_pickard944973446@deavo.com,(+44) 802034358,;Milling
Eduardo Quinn,Eduardo,Quinn,446534,2021-09-15,"Bingham   Boulevard, 5368",England,Oxford,City,"('England', 'Oxford')",eduardo_quinn1602340966@famism.biz,(+44) 1660817711,;Dairy products;Poultry and fish
Eduardo Rees,Eduardo,Rees,463754,2021-09-03,"Blake  Alley, 1709",England,Plymouth,City,"('England', 'Plymouth')",eduardo_rees526474749@typill.biz,(+44) 4367085288,;Animal feeds
Eduardo Rehman,Eduardo,Rehman,444830,2021-09-24,"Balham   Hill, 8427",Ireland,Limerick,City,"('Ireland', 'Limerick')",eduardo_rehman678054320@deons.tech,(+353) 1071467122,;Animal feeds;Milling
Eduardo Rixon,Eduardo,Rixon,445733,2021-04-30,"Arbutus   Hill, 2487",England,Plymouth,City,"('England', 'Plymouth')",eduardo_rixon167152827@joiniaa.com,(+44) 6481408866,;Poultry and fish;Fruit and vegetables
Eduardo Robertson,Eduardo,Robertson,448863,2021-09-24,"Canon Road, 2667",Ireland,Dublin,City,"('Ireland', 'Dublin')",eduardo_robertson1991221913@bulaffy.com,(+353) 2518167538,;Meat;Poultry and fish
Eduardo Rycroft,Eduardo,Rycroft,445789,2021-08-30,"Norfolk  Way, 1215",England,Milton Keynes,City,"('England', 'Milton Keynes')",eduardo_rycroft1261057076@brety.org,(+44) 5886005655,;Milling
Eduardo Scott,Eduardo,Scott,445979,2021-06-28,"Oxford Route, 720",England,Plymouth,City,"('England', 'Plymouth')",eduardo_scott380367014@qater.org,(+44) 5513637615,;Meat;Fruit and vegetables
Eduardo Stevens,Eduardo,Stevens,447016,2021-02-06,"Sheraton   Hill, 6169",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_stevens1359003935@nimogy.biz,(+353) 3111545561,;Poultry and fish;Milling
Eduardo Stewart,Eduardo,Stewart,450351,2021-06-03,"Emden   Rue, 9540",Ireland,Cork,City,"('Ireland', 'Cork')",eduardo_stewart1901621120@deons.tech,(+353) 7205726632,;Meat;Milling
Eduardo Stone,Eduardo,Stone,446169,2021-07-30,"Waldram Park  Tunnel, 5562",England,-,Country,"('England', '-')",eduardo_stone1459799413@fuliss.net,(+44) 5037363347,;Poultry and fish;Milling
Eduardo Tailor,Eduardo,Tailor,448865,2021-10-15,"Carol   Pass, 8234",Ireland,Limerick,City,"('Ireland', 'Limerick')",eduardo_tailor846422202@deons.tech,(+353) 6864826383,;Dairy products;Poultry and fish
Eduardo Tate,Eduardo,Tate,445783,2021-11-02,"Under  Rue, 2099",Ireland,Cork,City,"('Ireland', 'Cork')",eduardo_tate235804493@nickia.com,(+353) 8832832873,;Meat;Milling
Eduardo Thornton,Eduardo,Thornton,452301,2021-12-31,"Longleigh   Hill, 6945",Ireland,Waterford,City,"('Ireland', 'Waterford')",eduardo_thornton1538140776@liret.org,(+353) 7843663618,;Milling
Eduardo Turner,Eduardo,Turner,445738,2021-02-12,"Abourne   Grove, 2191",England,-,Country,"('England', '-')",eduardo_turner1966722757@sveldo.biz,(+44) 3183532872,;Milling
Eduardo Victor,Eduardo,Victor,446945,2021-11-13,"Blackwall  Vale, 7964",England,London,City,"('England', 'London')",eduardo_victor1802160235@jiman.org,(+44) 2025626502,;Meat;Fruit and vegetables
Eduardo Walsh,Eduardo,Walsh,451651,2021-10-11,"Bell    Boulevard, 4170",England,Winchester,City,"('England', 'Winchester')",eduardo_walsh1652087342@supunk.biz,(+44) 6441444387,;Poultry and fish;Fruit and vegetables
Eduardo White,Eduardo,White,446923,2021-10-29,"Balfour    Rue, 4968",Ireland,Dublin,City,"('Ireland', 'Dublin')",eduardo_white1011910651@bungar.biz,(+353) 5272332483,;Animal feeds;Milling
Eileen Brown,Eileen,Brown,447061,2021-09-25,"Sundown Rue, 5442",England,Oxford,City,"('England', 'Oxford')",eileen_brown1471694044@bungar.biz,(+44) 8340770566,;Dairy products;Milling
Eileen Grey,Eileen,Grey,451901,2021-06-26,"Boleyn  Alley, 1518",England,London,City,"('England', 'London')",eileen_grey398291652@tonsy.org,(+44) 3353335758,;Dairy products;Poultry and fish
Eileen Preston,Eileen,Preston,446793,2021-04-06,"Comet House  Boulevard, 8877",England,Oxford,City,"('England', 'Oxford')",eileen_preston1965497092@hourpy.biz,(+44) 757756075,;Meat;Poultry and fish
Eileen Victor,Eileen,Victor,452951,2021-06-11,"Baylis  Pass, 8571",England,Oxford,City,"('England', 'Oxford')",eileen_victor563963140@vetan.org,(+44) 8677385181,;Bakery products;Meat
Elena Archer,Elena,Archer,463152,2021-04-19,"Adderley   Route, 4199",England,Winchester,City,"('England', 'Winchester')",elena_archer949699636@eirey.tech,(+44) 4587220245,;Meat
Elena Dixon,Elena,Dixon,452201,2021-12-27,"Union  Vale, 2059",Ireland,Cork,City,"('Ireland', 'Cork')",elena_dixon423421711@gembat.biz,(+353) 2415625411,;Bakery products;Milling
